Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,Yaris,1.0,Hybrid,1990,187278,1222
Toyota,Corolla,2.0,Hybrid,2010,129526,16167
Toyota,Yaris,1.4,Hybrid,1998,107233,4717
Toyota,Matrix,1.8,Hybrid,2010,83595,18356
Nissan,Altima,2.0,Petrol,1999,96373,5978
BMW,X3,3.0,Diesel,2014,66304,32507
Nissan,Murano,1.4,Diesel,2013,32523,25283
BMW,Z4,2.2,Petrol,2002,143677,6407
Toyota,Corolla,2.0,Hybrid,2022,2922,82468
Ford,Puma,1.8,Hybrid,1992,181044,2346
Toyota,Matrix,1.8,Hybrid,2006,82051,14211
Toyota,Corolla,2.4,Hybrid,1990,265444,1427
BMW,Z4,3.0,Petrol,2008,94466,16271
Ford,Fiesta,1.4,Petrol,2000,147482,2710
Nissan,Juke,1.6,Petrol,1998,12500,7156
Ford,Focus,1.4,Hybrid,2016,11369,34705
BMW,M5,5.0,Petrol,2010,64451,53216
Toyota,Corolla,2.2,Hybrid,1990,140747,4088
Nissan,Juke,1.4,Petrol,2006,109392,6107
Ford,Puma,1.6,Diesel,2018,37599,31727
Ford,Focus,1.0,Petrol,2016,52195,19300
Toyota,Corolla,2.2,Hybrid,2016,47980,44987
Ford,Puma,1.6,Diesel,2002,168834,4184
Nissan,Altima,1.4,Diesel,2005,112986,6929
Ford,Fiesta,1.4,Petrol,2020,8908,26380
Toyota,Matrix,1.8,Hybrid,1997,196793,3128
Toyota,Yaris,1.4,Hybrid,2000,127476,4618
Ford,Puma,1.8,Petrol,1988,221462,1048
Toyota,Yaris,1.4,Hybrid,2002,123159,5457
BMW,X3,3.0,Petrol,2006,102893,14062
Toyota,Yaris,1.4,Hybrid,2017,13793,30574
Nissan,Juke,1.0,Petrol,2001,122509,3346
Nissan,Altima,1.6,Diesel,2014,15181,25543
Nissan,Altima,2.0,Petrol,2007,96818,10158
Nissan,Altima,1.4,Petrol,2012,58257,15443
Toyota,Corolla,2.4,Petrol,1994,178303,3400
Nissan,Juke,1.0,Petrol,2000,196119,1700
Ford,Puma,2.0,Diesel,2012,90270,16850
Ford,Puma,1.4,Diesel,2014,52407,20766
Toyota,Corolla,1.8,Petrol,1989,135568,3004
Toyota,Matrix,1.8,Hybrid,2018,42385,40935
Nissan,Juke,2.0,Petrol,1996,35553,6154
Ford,Fiesta,1.2,Petrol,1988,99509,1634
Ford,Puma,1.8,Diesel,2015,62335,23621
BMW,Z4,2.2,Petrol,1993,119642,4250
Nissan,Murano,2.0,Diesel,1997,189259,3247
Porsche,718 Cayman,2.4,Petrol,2007,107507,14964
Ford,Focus,1.0,Petrol,2018,32093,24899
Ford,Fiesta,1.4,Petrol,2019,34570,21407
Ford,Focus,1.8,Petrol,1993,225387,1425
Nissan,Juke,1.0,Petrol,1999,141448,2522
BMW,M5,4.4,Petrol,2003,105243,23532
Nissan,Altima,1.4,Petrol,1997,99031,4294
Toyota,Matrix,1.4,Hybrid,1997,160006,3780
Toyota,Corolla,2.4,Hybrid,2000,103465,11090
Ford,Fiesta,1.4,Petrol,1998,205637,1444
Toyota,Yaris,1.0,Hybrid,2018,36391,24325
Ford,Fiesta,1.4,Petrol,1993,266902,591
Nissan,Murano,1.4,Petrol,2016,41713,27853
BMW,M5,5.0,Petrol,2013,59720,67029
Toyota,Matrix,1.8,Hybrid,2006,122093,10590
Ford,Focus,1.0,Diesel,2015,49686,19258
Nissan,Altima,1.8,Petrol,2018,45526,28293
Nissan,Altima,1.4,Petrol,2012,67651,14525
Ford,Fiesta,1.4,Petrol,1998,210609,1382
BMW,X3,3.0,Diesel,2017,41388,46468
BMW,M5,5.0,Petrol,2001,201264,10001
Nissan,Juke,1.0,Petrol,2006,78332,6451
Nissan,Murano,2.0,Diesel,2000,75784,9665
Nissan,Juke,1.2,Petrol,2006,58687,8053
Nissan,Altima,2.0,Hybrid,2007,53226,16386
Toyota,Corolla,1.8,Hybrid,2016,45835,41233
Toyota,Matrix,1.4,Hybrid,1993,193082,2183
Nissan,Murano,2.0,Diesel,2005,87016,12478
Nissan,Altima,1.2,Hybrid,2003,110702,6527
Nissan,Altima,1.8,Diesel,1996,132759,3700
Ford,Focus,1.6,Petrol,1994,182054,2107
Nissan,Juke,1.0,Petrol,2006,73532,6666
Nissan,Altima,1.6,Petrol,2005,140461,5693
Ford,Puma,2.0,Diesel,2012,84904,17501
Toyota,Matrix,1.8,Hybrid,2008,86870,15700
Ford,Focus,2.0,Petrol,2010,59850,17426
Nissan,Juke,1.6,Petrol,2005,60160,8617
Nissan,Murano,1.8,Petrol,2004,69065,11929
Ford,Fiesta,1.4,Petrol,2007,23930,10223
Nissan,Murano,1.4,Petrol,2012,61276,18875
Toyota,Corolla,2.4,Hybrid,2020,12898,75067
Nissan,Altima,1.2,Petrol,2002,146681,3839
BMW,X3,2.4,Diesel,1989,295971,795
Ford,Puma,2.0,Diesel,1994,115104,4227
Toyota,Matrix,1.4,Hybrid,2000,165259,4418
Nissan,Murano,2.0,Diesel,2006,95318,12572
Toyota,Matrix,1.4,Hybrid,2000,76334,8738
Nissan,Murano,1.8,Diesel,2022,11628,58658
Nissan,Murano,2.0,Diesel,1991,240511,1376
Ford,Fiesta,1.4,Petrol,1990,166319,1190
Ford,Fiesta,1.2,Petrol,2013,57659,11531
Toyota,Yaris,1.4,Hybrid,1991,204637,1327
Ford,Fiesta,1.0,Petrol,1994,228510,761
Ford,Puma,2.0,Diesel,1990,170458,2073
Nissan,Altima,1.8,Petrol,2014,56946,20176
Toyota,Yaris,1.2,Hybrid,1990,228456,928
Ford,Fiesta,1.4,Petrol,2007,81369,7128
Toyota,Corolla,1.8,Hybrid,2016,33095,44493
Toyota,Matrix,1.4,Hybrid,1988,306528,550
Toyota,Matrix,1.8,Hybrid,2002,136489,7245
Ford,Focus,1.6,Petrol,1993,133984,2936
Toyota,Corolla,2.2,Hybrid,2007,97708,17661
Toyota,Corolla,2.4,Hybrid,2014,41008,42907
Ford,Fiesta,1.4,Petrol,2018,12627,22639
Nissan,Altima,2.0,Petrol,2002,143249,5096
Nissan,Juke,2.0,Petrol,2012,73060,14109
Nissan,Murano,2.0,Diesel,1994,168567,3174
Porsche,911,3.0,Petrol,2017,46273,87276
Ford,Puma,1.8,Petrol,2014,85453,17998
Nissan,Juke,2.0,Petrol,1996,193036,1892
Nissan,Murano,1.6,Diesel,2005,92358,10745
Toyota,Matrix,1.8,Hybrid,1998,115808,6519
BMW,X3,2.4,Diesel,2015,37110,37315
Nissan,Juke,2.0,Petrol,1996,131691,3156
Toyota,Yaris,1.4,Petrol,2008,78722,9393
Porsche,911,3.5,Petrol,2008,83824,40429
Toyota,Matrix,1.8,Hybrid,1999,118275,6838
Nissan,Murano,1.4,Diesel,2004,114019,8015
Ford,Focus,1.0,Petrol,1989,197459,1044
Toyota,Corolla,2.4,Hybrid,2016,30463,52165
Toyota,Yaris,1.2,Petrol,1993,60738,3607
Ford,Fiesta,1.0,Petrol,1991,191352,868
Toyota,Yaris,1.4,Petrol,2003,142256,4180
Ford,Puma,1.6,Petrol,2005,142686,6040
Nissan,Juke,2.0,Petrol,1998,124125,3827
Nissan,Altima,1.4,Petrol,1994,174055,1937
Ford,Puma,1.4,Diesel,1997,139375,3574
Ford,Puma,1.8,Diesel,2021,16282,46382
Ford,Fiesta,1.0,Petrol,2009,78020,7044
Toyota,Corolla,1.8,Petrol,2007,8000,23367
Nissan,Juke,1.6,Petrol,2016,49139,19238
Nissan,Altima,1.4,Petrol,2012,23776,18998
Ford,Puma,1.6,Diesel,2008,101273,10661
Toyota,Corolla,2.4,Hybrid,2008,7500,34700
Toyota,Matrix,1.4,Hybrid,2004,128717,7763
Ford,Focus,1.0,Petrol,1992,278999,605
Nissan,Murano,1.4,Diesel,1990,90655,3743
Toyota,Yaris,1.4,Petrol,2009,159252,5426
Toyota,Yaris,1.4,Petrol,2017,50535,20592
Nissan,Juke,1.2,Petrol,1995,144379,2067
Ford,Fiesta,1.2,Petrol,2002,100109,4137
Nissan,Altima,1.4,Petrol,2002,237231,1887
Ford,Focus,1.0,Diesel,2014,90772,13691
Toyota,Yaris,1.0,Petrol,2013,38526,14342
Nissan,Altima,1.6,Petrol,2012,65636,15736
Toyota,Yaris,1.2,Hybrid,2011,114075,9870
Toyota,Yaris,1.4,Hybrid,1998,119576,4297
BMW,X3,2.4,Petrol,1990,176234,2408
Nissan,Altima,2.0,Diesel,2016,30220,30012
Nissan,Murano,2.0,Diesel,2005,51945,15765
Nissan,Altima,1.8,Diesel,2004,128736,6510
Ford,Focus,1.6,Petrol,2018,39039,30235
Ford,Focus,1.0,Petrol,1997,189024,1916
Nissan,Altima,1.4,Petrol,2012,72459,14065
Ford,Focus,1.8,Diesel,2005,136327,7143
Ford,Fiesta,1.4,Petrol,2018,28653,20724
Ford,Puma,2.0,Petrol,2003,158878,5176
Nissan,Juke,1.4,Diesel,2021,9572,33077
Nissan,Juke,1.2,Petrol,2007,94001,6766
Ford,Focus,1.8,Diesel,2003,90370,8847
Nissan,Altima,1.4,Hybrid,1993,203479,1684
Toyota,Matrix,1.4,Hybrid,2019,31752,41095
BMW,Z4,2.2,Petrol,1994,185649,2644
Porsche,718 Cayman,4.0,Petrol,1996,35075,15068
Nissan,Juke,1.4,Petrol,2000,138222,3274
Nissan,Altima,1.2,Diesel,2004,113452,5980
Toyota,Corolla,2.4,Hybrid,2015,36443,47129
Toyota,Corolla,1.8,Hybrid,2003,92903,12667
Ford,Focus,2.0,Petrol,2004,146962,6158
Ford,Fiesta,1.4,Petrol,2008,105328,6416
Toyota,Corolla,2.0,Hybrid,2019,33100,57282
Toyota,Matrix,1.4,Hybrid,2006,111085,10157
Toyota,Corolla,2.2,Hybrid,2015,46076,42582
BMW,M5,4.0,Petrol,2007,108393,28615
Toyota,Corolla,2.4,Hybrid,1989,151362,3665
BMW,Z4,2.0,Petrol,2011,74648,18640
BMW,X3,2.4,Diesel,1991,311293,785
Toyota,Matrix,1.4,Hybrid,2016,51136,29940
Toyota,Yaris,1.4,Petrol,1985,161096,1078
Ford,Puma,1.8,Petrol,2016,34155,28623
Nissan,Juke,1.2,Petrol,2020,14303,26609
BMW,X3,2.4,Diesel,2003,130201,8781
Nissan,Altima,1.8,Diesel,2003,154629,4945
Nissan,Juke,1.6,Petrol,2012,88785,11318
Nissan,Murano,1.8,Petrol,1990,160419,2351
Ford,Focus,1.0,Diesel,2012,36197,17109
Toyota,Yaris,1.0,Hybrid,2008,81118,9370
Ford,Puma,1.4,Diesel,1988,200093,1175
Ford,Fiesta,1.2,Hybrid,2002,221217,1823
Nissan,Murano,1.4,Petrol,2013,59720,20380
Toyota,Yaris,1.2,Hybrid,1996,114871,3609
Nissan,Altima,1.2,Petrol,1995,158030,2193
Nissan,Juke,1.6,Diesel,1993,171132,1757
Ford,Puma,1.4,Diesel,2018,34767,30178
Toyota,Corolla,2.0,Hybrid,1988,224424,1662
Ford,Focus,2.0,Diesel,1991,92121,4138
Nissan,Juke,2.0,Petrol,2017,43191,23846
Ford,Focus,1.6,Petrol,2001,167863,3793
Nissan,Murano,1.6,Diesel,1996,218743,2093
Ford,Puma,2.0,Diesel,2020,18500,45190
Ford,Focus,1.6,Petrol,1999,144175,4037
Nissan,Murano,1.6,Diesel,2014,51487,25767
BMW,Z4,2.0,Petrol,2003,69763,11300
Ford,Fiesta,1.4,Petrol,2020,9889,26244
BMW,Z4,2.4,Petrol,1987,246376,1005
Toyota,Matrix,1.0,Hybrid,1998,118423,4763
Ford,Fiesta,1.0,Petrol,1994,193145,1043
Nissan,Murano,2.0,Diesel,1988,203557,1572
BMW,M5,4.4,Petrol,2000,178498,10698
Ford,Puma,1.4,Diesel,2012,69210,16300
Ford,Fiesta,1.2,Petrol,1990,106992,1767
Ford,Fiesta,1.2,Petrol,2016,34053,16276
Ford,Focus,1.8,Petrol,2011,90766,14323
Toyota,Matrix,1.4,Hybrid,2000,123363,6199
Toyota,Corolla,2.2,Hybrid,2002,69702,15385
BMW,Z4,2.2,Petrol,2015,42409,31394
Ford,Puma,1.4,Diesel,2006,150500,5951
Nissan,Murano,1.6,Diesel,2016,38673,31840
Ford,Puma,1.6,Petrol,2006,116932,7903
Ford,Puma,2.0,Diesel,2002,156834,5171
Ford,Puma,1.4,Diesel,2006,118731,7656
Porsche,Cayenne,3.5,Diesel,2012,53719,45451
Nissan,Murano,1.6,Diesel,1993,145913,3203
Toyota,Corolla,2.2,Petrol,2002,126281,8502
Ford,Focus,1.8,Petrol,2005,120211,7718
Toyota,Yaris,1.2,Petrol,2012,79429,11299
Nissan,Murano,1.4,Diesel,2021,14259,47722
Toyota,Matrix,1.4,Hybrid,2009,75469,16016
Ford,Puma,1.4,Diesel,2012,75361,15639
Toyota,Yaris,1.2,Petrol,2003,188308,2630
Ford,Fiesta,1.2,Petrol,2007,111098,5322
Nissan,Juke,1.6,Diesel,2000,51346,6857
Toyota,Yaris,1.2,Petrol,1995,181695,1634
Porsche,718 Cayman,2.4,Petrol,1999,180647,4867
Nissan,Juke,1.2,Petrol,1997,248083,955
Toyota,Matrix,1.0,Hybrid,2014,49623,22355
Ford,Fiesta,1.0,Petrol,1989,134603,1220
Toyota,Corolla,2.4,Hybrid,1996,216337,3339
Nissan,Juke,1.6,Petrol,2002,115439,4777
Ford,Puma,1.6,Hybrid,1990,222632,1341
Ford,Puma,2.0,Diesel,2016,51349,28549
Nissan,Juke,1.0,Petrol,1998,157688,2066
Ford,Puma,1.8,Diesel,1996,106261,4897
BMW,M5,4.4,Petrol,1993,275285,2798
Nissan,Juke,1.2,Petrol,2005,124939,4697
Ford,Fiesta,1.2,Petrol,2021,17158,24984
Ford,Focus,1.0,Petrol,2011,55416,13551
Ford,Focus,2.0,Petrol,2005,97686,9629
Nissan,Juke,1.0,Petrol,2011,94788,8019
Nissan,Murano,2.0,Diesel,2021,10810,58094
Ford,Focus,1.0,Diesel,2010,88108,10686
Toyota,Matrix,1.0,Hybrid,1996,210266,1936
Ford,Fiesta,1.2,Petrol,2012,81237,9218
Nissan,Altima,1.8,Petrol,1993,198185,1667
Nissan,Murano,1.8,Diesel,2012,32498,26823
Porsche,Cayenne,3.5,Diesel,1993,326070,1282
Toyota,Matrix,1.4,Hybrid,1997,172758,3395
Nissan,Altima,1.4,Petrol,2002,164477,3580
BMW,X3,2.0,Diesel,1995,131081,4670
Nissan,Altima,1.2,Petrol,2018,22687,26399
Nissan,Murano,1.6,Diesel,1996,197317,2532
Nissan,Altima,1.2,Hybrid,2011,29670,19097
Toyota,Yaris,1.2,Petrol,1993,218503,1034
Nissan,Altima,1.4,Diesel,2010,111255,9797
Toyota,Corolla,2.4,Petrol,2021,11766,67272
Toyota,Matrix,1.0,Hybrid,2016,45400,26217
Ford,Focus,1.4,Petrol,1997,243499,1391
Nissan,Juke,1.4,Petrol,2012,52771,13474
Ford,Puma,2.0,Diesel,2016,48201,29114
Toyota,Matrix,1.0,Hybrid,2017,34529,29909
Nissan,Juke,1.4,Petrol,1997,99464,3606
Ford,Focus,1.8,Hybrid,1995,219629,2059
Porsche,911,3.0,Petrol,1988,119402,7599
Ford,Puma,1.6,Diesel,2003,101669,7617
Nissan,Murano,1.4,Diesel,2006,107444,9623
Nissan,Altima,1.4,Petrol,1997,208349,1755
Nissan,Murano,1.8,Petrol,2001,96617,8062
Porsche,718 Cayman,4.0,Petrol,2021,11599,90946
Ford,Fiesta,1.2,Petrol,1994,190584,1169
Nissan,Murano,1.8,Diesel,2008,139597,9720
Ford,Focus,1.6,Petrol,2019,14725,37094
Nissan,Murano,2.0,Diesel,2004,86174,11743
BMW,X3,2.0,Petrol,2012,62585,22669
Ford,Puma,2.0,Diesel,2014,47764,25548
Toyota,Corolla,1.8,Hybrid,1995,156455,4540
Toyota,Yaris,1.4,Petrol,1995,249810,959
Toyota,Corolla,2.4,Hybrid,2005,86901,17442
Toyota,Yaris,1.4,Hybrid,2019,26153,32640
Ford,Puma,1.6,Diesel,1994,91019,4515
Toyota,Matrix,1.0,Hybrid,2008,108114,10029
Ford,Fiesta,1.0,Petrol,2004,60420,5675
Ford,Puma,1.8,Diesel,2006,87683,10914
Toyota,Matrix,1.8,Hybrid,1997,217757,2597
Porsche,718 Cayman,4.0,Petrol,2017,30196,62862
Nissan,Altima,1.8,Diesel,2003,163489,4594
Ford,Puma,2.0,Diesel,2006,138090,7864
Toyota,Corolla,2.4,Petrol,2010,53399,25374
BMW,M5,4.0,Petrol,2016,46084,79786
Nissan,Altima,2.0,Diesel,2010,89927,13688
Ford,Puma,1.8,Diesel,2012,39712,22275
Nissan,Murano,1.6,Diesel,1991,187723,1972
BMW,M5,4.4,Petrol,1995,171713,8122
Nissan,Altima,1.8,Petrol,2018,44606,28452
Ford,Puma,1.6,Hybrid,1996,136978,4164
Ford,Fiesta,1.0,Petrol,2015,34071,13898
Nissan,Altima,1.4,Diesel,2010,115528,9485
Ford,Fiesta,1.0,Diesel,2019,15155,21186
BMW,Z4,2.4,Petrol,1999,168945,4446
BMW,M5,5.0,Petrol,2000,163862,12910
Toyota,Corolla,2.0,Hybrid,2015,37907,42652
Nissan,Altima,1.4,Petrol,2003,93622,6661
Ford,Puma,2.0,Diesel,2016,53876,28099
Toyota,Corolla,1.8,Hybrid,2020,18548,63059
Nissan,Juke,1.2,Diesel,1996,165301,1952
Ford,Focus,1.8,Petrol,2009,45171,16960
Ford,Focus,2.0,Petrol,2013,42740,23689
Porsche,718 Cayman,2.0,Petrol,2003,92281,11694
Ford,Fiesta,1.2,Petrol,1991,173612,1107
BMW,X3,2.0,Petrol,2019,19814,46750
Toyota,Corolla,1.8,Hybrid,1995,179319,3745
Nissan,Murano,2.0,Diesel,1993,175344,2803
Porsche,911,2.2,Petrol,2003,76230,24202
Porsche,911,3.5,Petrol,1992,59456,16387
BMW,Z4,3.0,Petrol,2022,6792,71392
Nissan,Juke,2.0,Petrol,2009,88828,10357
Nissan,Altima,1.6,Petrol,2019,13539,34251
Nissan,Juke,1.4,Petrol,1995,148562,2158
BMW,X3,2.4,Diesel,2002,106143,9875
Nissan,Murano,1.6,Diesel,2004,57791,12711
Nissan,Juke,1.6,Petrol,2010,84502,10209
Nissan,Altima,1.2,Diesel,2001,208400,2226
Nissan,Murano,1.4,Diesel,2003,160578,5174
Ford,Fiesta,1.0,Petrol,2019,25745,19034
Toyota,Matrix,1.8,Hybrid,1989,384052,314
Toyota,Yaris,1.4,Hybrid,2021,9756,40780
Nissan,Juke,1.0,Diesel,2016,31837,17716
Ford,Fiesta,1.2,Petrol,2009,101092,6551
Toyota,Matrix,1.0,Hybrid,1995,207401,1858
Toyota,Yaris,1.4,Hybrid,2011,91666,12574
Ford,Fiesta,1.0,Petrol,2003,145583,2841
Ford,Puma,1.6,Diesel,2021,14237,44213
Nissan,Murano,1.4,Diesel,2021,10499,48685
BMW,Z4,2.0,Petrol,2000,100050,7484
Nissan,Altima,1.8,Hybrid,1989,183555,1741
Toyota,Yaris,1.0,Petrol,2011,94923,8651
Nissan,Altima,1.6,Diesel,1986,93522,2409
Nissan,Juke,1.0,Diesel,2002,138111,3322
Nissan,Altima,2.0,Hybrid,2013,60454,23343
Ford,Focus,1.6,Diesel,1989,313301,475
BMW,M5,5.0,Petrol,2018,37959,107050
Toyota,Yaris,1.4,Petrol,2010,78619,10741
Ford,Puma,1.6,Diesel,2012,85302,15610
Ford,Fiesta,1.0,Petrol,1997,38445,4079
Nissan,Juke,1.6,Petrol,2016,43358,19933
Nissan,Murano,1.4,Diesel,2011,44518,20602
Ford,Puma,1.4,Diesel,2017,26596,29592
Nissan,Juke,1.4,Petrol,1989,356435,215
Toyota,Yaris,1.2,Hybrid,2007,47111,11997
Toyota,Corolla,2.2,Hybrid,1989,215624,2018
Toyota,Corolla,2.4,Hybrid,2017,30005,55908
Toyota,Corolla,2.0,Hybrid,2019,33136,57270
Toyota,Corolla,2.0,Hybrid,1987,316442,657
Nissan,Juke,1.2,Petrol,2000,98138,4118
BMW,Z4,2.2,Petrol,2015,18575,36010
Ford,Focus,1.4,Petrol,2010,62749,14308
Ford,Fiesta,1.0,Diesel,2012,33596,11981
Nissan,Juke,1.0,Petrol,2022,7264,28804
Toyota,Corolla,2.4,Petrol,2018,26120,50917
Ford,Focus,1.6,Petrol,2017,25179,30651
BMW,M5,5.0,Petrol,1998,70144,23026
Nissan,Juke,1.4,Petrol,1984,216410,578
Nissan,Murano,1.4,Diesel,2005,154346,6225
BMW,X3,2.0,Diesel,2016,14707,41319
Nissan,Murano,2.0,Diesel,2006,106346,11596
Nissan,Altima,1.2,Petrol,2004,145611,4425
Ford,Puma,1.8,Hybrid,2004,100235,9974
Toyota,Corolla,2.2,Hybrid,1996,161776,5134
Toyota,Matrix,1.4,Hybrid,2009,98468,13620
Toyota,Matrix,1.4,Hybrid,1993,92208,4904
BMW,M5,4.4,Petrol,2000,195973,9195
Toyota,Yaris,1.2,Hybrid,2004,47669,9789
Toyota,Corolla,2.4,Petrol,2012,94888,21896
Ford,Fiesta,1.4,Petrol,2014,23445,16347
Nissan,Juke,1.4,Petrol,2006,132114,5127
Nissan,Altima,1.2,Petrol,1995,252447,952
Nissan,Altima,1.4,Petrol,1996,252471,1099
Nissan,Murano,2.0,Petrol,2012,85028,19218
Toyota,Matrix,1.0,Hybrid,2011,90323,13948
Nissan,Juke,1.2,Petrol,2006,49020,8560
Ford,Fiesta,1.0,Petrol,1996,70772,3110
Toyota,Yaris,1.4,Petrol,2002,146987,3764
Ford,Fiesta,1.4,Petrol,2007,72192,7589
Nissan,Murano,1.6,Diesel,1994,151531,3271
Nissan,Murano,1.6,Diesel,1994,123650,4086
Ford,Puma,1.8,Diesel,2020,20921,42305
Nissan,Juke,1.6,Petrol,2001,114931,4486
Ford,Fiesta,1.4,Petrol,2002,91141,4768
Nissan,Murano,1.4,Petrol,1997,157341,3393
Nissan,Juke,2.0,Petrol,1992,218726,1154
Toyota,Corolla,2.4,Hybrid,1992,251216,1861
Ford,Focus,1.4,Petrol,2016,37096,25039
Toyota,Yaris,1.2,Petrol,1993,131901,2158
Ford,Fiesta,1.0,Petrol,1988,277608,324
Toyota,Matrix,1.4,Hybrid,1991,241847,1233
Toyota,Yaris,1.2,Petrol,2002,106531,4777
Toyota,Yaris,1.2,Hybrid,1991,142373,2084
Ford,Fiesta,1.4,Diesel,2013,64015,12551
Toyota,Yaris,1.4,Hybrid,2002,133408,5036
Nissan,Murano,1.6,Diesel,2000,108308,6851
Ford,Fiesta,1.2,Petrol,2006,112089,4942
Toyota,Yaris,1.0,Petrol,2021,12374,28327
Ford,Puma,1.6,Petrol,2000,131249,4741
Ford,Puma,1.6,Diesel,2000,125231,5218
Ford,Fiesta,1.4,Petrol,1988,123088,1478
Nissan,Murano,1.8,Diesel,2013,23469,30185
Nissan,Altima,2.0,Diesel,1984,264121,556
Nissan,Altima,1.4,Petrol,2011,84410,12122
Ford,Fiesta,1.2,Petrol,2005,86135,5586
BMW,X3,3.0,Diesel,2009,122331,15573
Toyota,Matrix,1.4,Hybrid,2013,67026,22130
Nissan,Juke,1.2,Petrol,2019,11840,25221
Ford,Fiesta,1.0,Petrol,2000,115910,2937
Nissan,Murano,1.4,Petrol,2011,61847,17592
Nissan,Murano,2.0,Diesel,2022,5704,63772
Ford,Fiesta,1.2,Petrol,2018,15376,20653
Nissan,Murano,1.4,Diesel,1988,181226,1598
Porsche,718 Cayman,2.0,Petrol,2001,111743,8870
Toyota,Corolla,2.0,Hybrid,2003,125756,10441
Nissan,Juke,1.6,Petrol,2000,134050,3618
Ford,Focus,1.6,Petrol,1996,163149,2827
Ford,Puma,1.6,Diesel,2020,3562,43733
BMW,M5,4.4,Petrol,2018,28601,106047
Porsche,718 Cayman,2.4,Petrol,1994,70452,8178
Ford,Focus,2.0,Petrol,2020,24324,42057
Nissan,Murano,1.4,Diesel,2015,51784,25717
Nissan,Juke,2.0,Petrol,1999,127371,3988
Toyota,Yaris,1.0,Petrol,1997,179676,1734
Nissan,Juke,1.4,Petrol,2010,145294,6024
Porsche,718 Cayman,2.4,Petrol,2017,44538,44727
Ford,Puma,1.6,Diesel,2021,15654,43878
Ford,Puma,2.0,Hybrid,2001,46486,12370
Ford,Focus,1.4,Petrol,2015,66033,19543
Ford,Puma,1.6,Diesel,2010,56460,16573
Toyota,Corolla,1.8,Hybrid,1987,234426,1347
Nissan,Altima,1.8,Petrol,2004,205053,3268
Ford,Focus,1.0,Petrol,2009,85281,9712
Nissan,Murano,2.0,Diesel,2019,15872,49488
Porsche,911,2.2,Petrol,1994,241069,3438
Porsche,Cayenne,3.5,Petrol,2011,45063,42732
BMW,X3,3.0,Petrol,2016,20055,46816
Nissan,Altima,1.4,Petrol,2003,97377,6483
Nissan,Altima,1.2,Petrol,2012,82781,12133
Nissan,Juke,1.6,Petrol,2003,93472,6007
Ford,Fiesta,1.4,Petrol,2020,20831,24743
BMW,Z4,2.0,Petrol,2012,63894,21406
Nissan,Altima,1.4,Petrol,2004,95566,7022
Nissan,Altima,1.2,Petrol,1991,170367,1515
Ford,Fiesta,1.0,Petrol,1997,31723,4243
Toyota,Yaris,1.2,Petrol,2017,34621,20991
Nissan,Murano,1.6,Diesel,2010,27828,22734
Toyota,Corolla,2.4,Hybrid,2009,68461,25838
Ford,Focus,2.0,Petrol,1984,295707,428
Toyota,Yaris,1.0,Petrol,2018,40827,19742
Toyota,Yaris,1.2,Hybrid,2000,79502,6089
Toyota,Yaris,1.4,Hybrid,2009,61673,13504
Toyota,Matrix,1.0,Hybrid,1999,169914,3359
Porsche,911,2.2,Petrol,1992,226085,3449
Nissan,Altima,1.2,Petrol,2018,23838,26230
Nissan,Juke,1.2,Diesel,2009,39236,11652
Toyota,Corolla,2.2,Hybrid,1987,111818,4193
Nissan,Juke,1.2,Petrol,2006,50052,8505
BMW,M5,4.0,Petrol,2016,82670,62780
Ford,Puma,1.6,Diesel,1990,211610,1296
Nissan,Altima,1.4,Petrol,1994,162310,2138
Porsche,Cayenne,4.0,Petrol,2000,202627,6566
Toyota,Corolla,1.8,Hybrid,2018,44924,47377
Nissan,Murano,2.0,Diesel,2011,117220,14910
Nissan,Murano,1.6,Diesel,2013,90216,18599
Nissan,Juke,1.4,Diesel,2000,44406,6695
Nissan,Altima,1.4,Petrol,2018,35120,26558
Toyota,Matrix,1.4,Hybrid,1992,72660,5255
Ford,Focus,1.8,Diesel,2006,108549,9464
Nissan,Altima,1.8,Diesel,2013,61672,19225
Ford,Fiesta,1.4,Petrol,2004,128556,4116
Ford,Focus,1.0,Petrol,1996,158552,2322
Nissan,Murano,1.6,Diesel,2001,166907,4591
Toyota,Matrix,1.0,Hybrid,2012,71741,16955
Toyota,Yaris,1.2,Petrol,2011,46750,13082
Ford,Fiesta,1.2,Petrol,2005,129715,4036
BMW,Z4,2.4,Petrol,2002,138405,6981
Ford,Fiesta,1.0,Petrol,2013,36459,11994
Toyota,Corolla,2.0,Hybrid,2004,83486,15256
BMW,M5,4.4,Petrol,1997,136581,12393
Porsche,Cayenne,3.5,Petrol,2014,47931,51281
Nissan,Juke,1.6,Petrol,2007,77957,8746
BMW,X3,2.4,Diesel,1993,195892,2605
Nissan,Juke,1.2,Petrol,1991,115875,1980
Nissan,Murano,1.4,Diesel,1990,193095,1647
Nissan,Juke,1.6,Diesel,2019,18746,29464
Toyota,Matrix,1.8,Hybrid,2010,98831,16465
BMW,Z4,3.0,Petrol,2006,100013,13678
Nissan,Altima,1.2,Hybrid,2012,65274,16392
Ford,Fiesta,1.2,Petrol,1991,123158,1670
Ford,Puma,2.0,Petrol,2000,114892,6016
Nissan,Juke,1.0,Petrol,2011,97856,7843
Toyota,Corolla,2.4,Hybrid,1990,204874,2479
